img_id,category,question,answer,mode
synpic40108,abnormality,what abnormality is seen in the image,subdural empyema,train
synpic51636,abnormality,what is most alarming about this mri,ganglioglioma,train
synpic52600,abnormality,what is the primary abnormality in this image,ankylosing spondylitis,train
synpic51392,abnormality,what is most alarming about this mri,pachygyria with schizencephaly septo-optic dysplasia,train
synpic32364,abnormality,what is abnormal in the ct scan,thyroglossal duct cyst tgd,train
synpic46232,abnormality,what is most alarming about this ct scan,talocalcaneal coalition,train
synpic55310,abnormality,what is abnormal in the gastrointestinal image,eosinophilic esophagitis,train
synpic57879,abnormality,what is the primary abnormality in this image,cerebellopontine angle meningioma,train
synpic30967,abnormality,what is most alarming about this ct scan,metastatic adenocarcinoma of the lung,train
synpic19015,abnormality,what is abnormal in the x-ray,paget disease of bone,train
synpic40279,abnormality,what is the primary abnormality in this image,colon adenocarcinoma,train
synpic37447,abnormality,what is abnormal in the ultrasound,urachal remnant,train
synpic50612,abnormality,what is most alarming about this ultrasound,testicular epidermoid cyst,train
synpic40937,abnormality,what is abnormal in the mri,cns prenchymal metastasis,train
synpic37099,abnormality,what abnormality is seen in the image,pulmonary embolism,train
synpic37969,abnormality,what is the primary abnormality in this image,cranial nerve anatomy and atlas,train
synpic57004,abnormality,what is most alarming about this mri,hyperdense middle cerebral artery sign,train
synpic34593,abnormality,what is abnormal in the mri,gray matter heterotopia doublecortin,train
synpic53526,abnormality,what abnormality is seen in the image,rupture of cerebral abscess into the ventricular system pyocephalus,train
synpic42153,abnormality,what is the primary abnormality in this image,benign and malignant cystic ovarian tumors . patient a serous cystadenoma . patient b mucinous cystadenoma . patient c papillary serous cystadenocarcinoma .,train
synpic43498,abnormality,what abnormality is seen in the image,talocalcaneal tarsal coalition,train
synpic15884,abnormality,what is abnormal in the x-ray,left aortic arch with aberrant right subclavian artery,train
synpic55701,abnormality,what abnormality is seen in the image,fibrous dysplasia,train
synpic57293,abnormality,what abnormality is seen in the image,optic neuritis,train
synpic11415,abnormality,what is most alarming about this mri,colloid cyst,train
synpic38902,abnormality,what is abnormal in the mri,adhesive capsulitis,train
synpic25392,abnormality,what is the primary abnormality in this image,liver hemangioma,train
synpic47630,abnormality,what is the primary abnormality in this image,acute multiple sclerosis - enhancing lesion with mass effect .,train
synpic57200,abnormality,what abnormality is seen in the image,tuberous sclerosis,train
synpic51600,abnormality,what is most alarming about this mri,carpal coalition,train
synpic16904,abnormality,what is the primary abnormality in this image,horseshoe kidney,train
synpic27971,abnormality,what is abnormal in the ct scan,emphysematous pyelonephritis,train
synpic56387,abnormality,what abnormality is seen in the image,severe diffuse axonal injury shearing injury of the lobar white matter corpus callosum and cerebellum with cortical edema,train
synpic28377,abnormality,what is most alarming about this ct scan,ruptured appendicitis,train
synpic40434,abnormality,what is the primary abnormality in this image,incorrect picc line placement .,train
synpic38757,abnormality,what abnormality is seen in the image,gastrointestinal stromal tumor,train
synpic40722,abnormality,what is abnormal in the mri,neurosarcoid cns sarcoid,train
synpic46524,abnormality,what is the primary abnormality in this image,silicone globe injection,train
synpic51612,abnormality,what abnormality is seen in the image,svc duplication,train
synpic48159,abnormality,what is most alarming about this x-ray,bronchial carcinoid,train
synpic21523,abnormality,what is most alarming about this x-ray,lauge hansen stage iv supination-external rotation fracture,train
synpic46480,abnormality,what is abnormal in the mri,intradural extramedullary meningioma .,train
synpic40781,abnormality,what is the primary abnormality in this image,pseudomembranous colitis,train
synpic51203,abnormality,what is abnormal in the ct scan,odontoid fracture,train
synpic53447,abnormality,what abnormality is seen in the image,hypoxic/ischemic encephalopathy,train
synpic38248,abnormality,what is the primary abnormality in this image,medulloblastoma,train
synpic21483,abnormality,what is abnormal in the mri,neurosarcoid,train
synpic16506,abnormality,what is abnormal in the mri,transient osteoporosis of the hip,train
synpic21407,abnormality,what abnormality is seen in the image,heterotaxia syndrome with polysplenia,train
synpic27649,abnormality,what is the primary abnormality in this image,pituitary macroadenoma,train
synpic54982,abnormality,what is the primary abnormality in this image,diffuse large b-cell lymphoma,train
synpic28473,abnormality,what abnormality is seen in the image,infiltrating ductal carcinoma,train
synpic36392,abnormality,what is most alarming about this ct scan,chromophobe renal cell carcinoma,train
synpic42172,abnormality,what is the primary abnormality in this image,epiploic appendigitis .,train
synpic45741,abnormality,what is the primary abnormality in this image,renal angiomyolipoma,train
synpic32079,abnormality,what is the primary abnormality in this image,cavernous malformation cavernous angioma,train
synpic57404,abnormality,what abnormality is seen in the image,brain abscess gram positive cocci,train
synpic51322,abnormality,what is abnormal in the ct scan,inflammatory pseudotumor myofibroblastic tumor,train
synpic42061,abnormality,what abnormality is seen in the image,atlas fracture,train
synpic57204,abnormality,what abnormality is seen in the image,tuberous sclerosis,train
synpic45586,abnormality,what is most alarming about this mri,astrocytoma grading and subtypes,train
synpic47404,abnormality,what is most alarming about this ct scan,lipomatous hypertrophy of the interatrial septum,train
synpic41195,abnormality,what is most alarming about this mri,spondylodiskitis with epidural abcess of the cervical spine,train
synpic33429,abnormality,what is most alarming about this x-ray,pneumomediastinum,train
synpic17382,abnormality,what is most alarming about this ultrasound,pyonephrosis,train
synpic17799,abnormality,what is abnormal in the x-ray,osteoid osteoma,train
synpic45606,abnormality,what abnormality is seen in the image,sclerosing stromal tumors,train
synpic22402,abnormality,what is abnormal in the x-ray,charcot joint,train
synpic51016,abnormality,what abnormality is seen in the image,choroid plexus neoplasm papilloma carcinoma,train
synpic53404,abnormality,what abnormality is seen in the image,intraventricular meningioma,train
synpic46649,abnormality,what is most alarming about this ct scan,imaging in traumatic brain injury,train
synpic57419,abnormality,what is the primary abnormality in this image,spinal tuberculosis/potts disease,train
synpic26537,abnormality,what is abnormal in the ct scan,small bowel lymphoma,train
synpic28939,abnormality,what is the primary abnormality in this image,osteochondritis dissecans,train
synpic32874,abnormality,what abnormality is seen in the image,aortic dissection,train
synpic22775,abnormality,what is abnormal in the ct scan,incidental malrotation and acute appendicitis,train
synpic23599,abnormality,what is most alarming about this mri,hypothalamic hamartoma,train
synpic55092,abnormality,what is abnormal in the ct scan,multiple osteochondromatosis,train
synpic43704,abnormality,what abnormality is seen in the image,intracranial lipoma,train
synpic48095,abnormality,what abnormality is seen in the image,central neurocytoma,train
synpic46858,abnormality,what is the primary abnormality in this image,cryptococcal meningoencephalitis,train
synpic32240,abnormality,what is the primary abnormality in this image,fracture of the base of 5th metatarsal .,train
synpic20605,abnormality,what is the primary abnormality in this image,duodenal duplication cyst,train
synpic36776,abnormality,what abnormality is seen in the image,leptomeningeal carcinomatosis,train
synpic60726,abnormality,what is abnormal in the mri,meningioma who grading system,train
synpic58394,abnormality,what is abnormal in the angiogram,traumatic carotid-cavernous fistula,train
synpic39045,abnormality,what is abnormal in the angiogram,cerebral arteriovenous malformation avm,train
synpic41844,abnormality,what abnormality is seen in the image,unilateral megaloencephaly hemimegalencephaly,train
synpic37107,abnormality,what is the primary abnormality in this image,lhermitte duclos,train
synpic30922,abnormality,what is abnormal in the mri,absent septum pellucidum,train
